gene,n_grid,n_pathogenic_grid,n_benign_grid,protein_length,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,n_bayes,n_pathogenic_bayes,n_benign_bayes,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals,esm2_calm_weight_bayes_minus_grid,cross_modal_gain_bayes_minus_grid,cross_modal_advantage_bayes_minus_grid
PUF60,17,12,5,559,0.8833333333333333,0.8833333333333333,0.9,0.8500000000000001,0.8833333333333333,0.0,0.9,0.27,0.8833333333333333,0.0,0.8833333333333333,0.0,0.9,0.0,0.0,0.0,0.0166666666666667,0.0,0.0,0.0,-0.0166666666666667,0.0,0.0,-0.0333333333333332,3.5294117647058822,17,12,5,bayes,0.0,0.8833333333333333,0.0,0.8833333333333333,0.0,0.9,0.8833333333333333,0.9,0.8500000000000001,0.0,0.0,0.0,0.0,-0.033333333333333215,-0.04999999999999993,90,0.0,0.0,0.0
PURA,58,41,17,322,0.8909612625538019,0.8436154949784791,0.9454806312769012,0.7374461979913917,0.9182209469153516,0.22,0.9454806312769012,0.93,0.8565279770444763,0.33,0.8938307030129125,0.13,0.9526542324246772,0.21,-0.0473457675753228,0.0746054519368724,0.1018651362984219,0.0129124820659971,0.007173601147776,-0.0616929698708752,-0.0889526542324248,0.33,-0.0616929698708752,-0.1061692969870874,12.017241379310343,58,41,17,bayes,0.383,0.8565279770444763,0.47300000000000003,0.9182209469153515,0.226,0.9526542324246772,0.8436154949784791,0.9454806312769011,0.7374461979913917,0.012912482065997155,-0.06169296987087525,0.012912482065997155,0.007173601147776099,-0.10616929698708744,-0.2080344332855094,90,0.05299999999999999,5.551115123125783e-17,-4.85722573273506e-17
RAF1,46,28,18,648,0.6924603174603174,0.9702380952380952,0.9682539682539684,0.7083333333333334,0.9742063492063492,0.9,0.988095238095238,0.18,0.9742063492063492,0.21,0.7480158730158731,0.5700000000000001,0.9722222222222224,0.15,0.2777777777777779,0.0039682539682539,0.0178571428571426,0.0039682539682539,0.0039682539682539,0.0,-0.0138888888888887,0.21,0.0,-0.261904761904762,10.956521739130435,46,28,18,bayes,0.263,0.9742063492063493,0.9440000000000001,0.9742063492063493,0.169,0.9722222222222223,0.9702380952380953,0.9682539682539684,0.7083333333333334,0.003968253968253954,0.0,0.003968253968253954,0.003968253968253954,-0.261904761904762,-0.259920634920635,90,0.05300000000000002,5.377642775528102e-17,0.0
RAG2,58,49,9,527,0.6916099773242631,0.891156462585034,0.81859410430839,0.7732426303854876,0.891156462585034,0.94,0.891156462585034,0.0,0.9160997732426304,0.48,0.7913832199546486,0.73,0.8752834467120181,0.63,0.1995464852607709,0.0,0.0,0.0249433106575963,0.0566893424036281,0.0249433106575963,0.0249433106575963,0.48,0.0249433106575963,-0.1179138321995464,7.603448275862069,58,49,9,bayes,0.5,0.9160997732426304,1.0,0.891156462585034,0.631,0.8752834467120181,0.891156462585034,0.81859410430839,0.7732426303854876,0.024943310657596363,0.024943310657596363,0.024943310657596363,0.05668934240362811,-0.11791383219954643,-0.0453514739229024,90,0.020000000000000018,6.245004513516506e-17,6.245004513516506e-17
RALA,14,8,6,206,0.9791666666666669,0.7083333333333334,0.8125,0.875,0.9791666666666669,0.0,0.8125,0.95,0.875,0.85,0.9791666666666669,0.0,0.875,0.65,-0.2708333333333333,0.2708333333333333,0.1041666666666666,0.1666666666666666,0.0625,-0.1041666666666667,0.0625,0.85,-0.1041666666666667,0.1666666666666666,3.4285714285714284,14,8,6,bayes,1.0,0.875,0.0,0.9791666666666667,1.0,0.875,0.7083333333333334,0.8125,0.875,0.16666666666666663,-0.10416666666666674,0.16666666666666663,0.0625,0.16666666666666663,0.0625,90,0.15000000000000002,2.7755575615628914e-17,-4.163336342344337e-17
RARS1,12,7,5,660,0.9714285714285716,1.0,0.7714285714285714,1.0,1.0,0.27,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.88,0.0285714285714284,0.0,0.0,0.0,0.2285714285714286,0.0,0.0,0.0,0.0,0.0,2.9166666666666665,12,7,5,bayes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7714285714285714,1.0,0.0,0.0,0.0,0.22857142857142865,0.0,0.22857142857142865,90,0.0,0.0,0.0
RARS2,25,14,11,578,0.9415584415584416,1.0,0.9870129870129868,0.9675324675324676,1.0,0.99,1.0,0.0,1.0,0.0,0.9870129870129868,0.54,1.0,0.11,0.0584415584415584,0.0,0.0,0.0,0.0129870129870131,0.0,0.0,0.0,0.0,-0.0324675324675325,6.16,25,14,11,bayes,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9870129870129869,0.9675324675324675,0.0,0.0,0.0,0.012987012987013102,-0.032467532467532534,-0.01948051948051943,90,0.0,0.0,0.0
RB1,42,27,15,928,0.8617283950617284,0.8666666666666667,0.9185185185185184,0.6049382716049382,0.8987654320987655,0.47,0.9209876543209876,0.52,0.8814814814814815,0.4,0.8691358024691358,0.35,0.930864197530864,0.61,0.0049382716049383,0.0320987654320987,0.0543209876543209,0.0148148148148148,0.0123456790123456,-0.0172839506172839,-0.039506172839506,0.4,-0.0172839506172839,-0.2617283950617285,9.642857142857142,42,27,15,bayes,0.5,0.8814814814814815,0.5,0.8987654320987655,0.634,0.9308641975308641,0.8666666666666667,0.9185185185185185,0.6049382716049382,0.014814814814814836,-0.01728395061728394,0.014814814814814836,0.012345679012345623,-0.2617283950617285,-0.31358024691358033,90,0.09999999999999998,3.642919299551295e-17,-3.8163916471489756e-17
RHO,92,86,6,348,0.7751937984496123,0.8662790697674418,0.8294573643410853,0.8236434108527132,0.8662790697674418,0.97,0.8662790697674418,0.0,0.8662790697674418,0.0,0.8255813953488372,0.86,0.8372093023255814,0.37,0.0910852713178295,0.0,0.0,0.0,0.0077519379844961,0.0,0.0,0.0,0.0,-0.0426356589147286,5.608695652173913,92,86,6,bayes,0.0,0.8662790697674418,1.0,0.8662790697674418,0.5,0.8372093023255814,0.8662790697674418,0.8294573643410853,0.8236434108527132,0.0,0.0,0.0,0.007751937984496138,-0.04263565891472865,-0.005813953488372103,90,0.0,0.0,0.0
RHOBTB2,81,7,74,727,0.4633204633204633,0.7316602316602316,0.6177606177606176,0.4942084942084942,0.7316602316602318,0.98,0.7335907335907336,0.03,0.749034749034749,0.11,0.4942084942084942,0.99,0.6370656370656371,0.53,0.2683397683397683,1.1102230246251563e-16,0.0019305019305019,0.0173745173745173,0.0193050193050194,0.0173745173745172,0.0154440154440154,0.11,0.0173745173745172,-0.2374517374517374,6.395061728395062,81,7,74,bayes,0.10400000000000001,0.749034749034749,0.977,0.7316602316602318,0.5,0.6351351351351351,0.7316602316602316,0.6177606177606176,0.4942084942084942,0.01737451737451734,0.01737451737451723,0.01737451737451734,0.01737451737451745,-0.23745173745173742,-0.12355212355212342,90,-0.0059999999999999915,3.8163916471489756e-17,2.7755575615628914e-17
RLIM,15,7,8,624,0.8214285714285714,0.7857142857142857,1.0,0.9464285714285714,0.8214285714285714,0.0,1.0,0.42,0.9464285714285714,0.8,0.9464285714285714,0.71,1.0,0.0,-0.0357142857142857,0.0357142857142857,0.2142857142857143,0.1607142857142857,0.0,0.125,-0.0535714285714286,0.8,0.125,0.1607142857142857,3.733333333333333,15,7,8,bayes,1.0,0.9464285714285714,0.0,0.8214285714285714,0.0,1.0,0.7857142857142857,1.0,0.9464285714285714,0.1607142857142857,0.125,0.1607142857142857,0.0,0.1607142857142857,-0.0535714285714286,90,0.19999999999999996,0.0,0.0
ROBO4,25,6,19,1007,0.4824561403508772,0.4824561403508772,0.5350877192982456,0.6403508771929824,0.5263157894736843,0.28,0.5350877192982456,0.99,0.6403508771929824,0.89,0.6403508771929824,0.84,0.6403508771929824,1.0,0.0,0.0438596491228071,0.0526315789473684,0.1578947368421052,0.1052631578947368,0.1140350877192981,0.1052631578947368,0.89,0.1140350877192981,0.1578947368421052,4.56,25,6,19,bayes,1.0,0.6403508771929824,0.402,0.5263157894736843,1.0,0.6403508771929824,0.4824561403508772,0.5350877192982456,0.6403508771929824,0.15789473684210525,0.11403508771929816,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.10526315789473684,90,0.10999999999999999,5.551115123125783e-17,5.551115123125783e-17
ROR2,26,6,20,943,0.6499999999999999,0.85,0.7749999999999999,0.6,0.85,0.96,0.85,0.0,0.8500000000000001,0.54,0.6916666666666668,0.66,0.8166666666666668,0.33,0.2,0.0,0.0,1.1102230246251563e-16,0.0416666666666668,1.1102230246251563e-16,1.1102230246251563e-16,0.54,1.1102230246251563e-16,-0.25,4.615384615384615,26,6,20,bayes,0.5760000000000001,0.8500000000000001,1.0,0.85,0.334,0.8166666666666668,0.85,0.7749999999999999,0.6,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.04166666666666685,-0.25,-0.17499999999999993,90,0.03600000000000003,2.465190328815662e-32,2.465190328815662e-32
RP2,24,7,17,350,1.0,1.0,1.0,0.7394957983193278,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2605042016806722,4.958333333333333,24,7,17,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7394957983193278,0.0,0.0,0.0,0.0,-0.26050420168067223,-0.26050420168067223,90,0.0,0.0,0.0
RPE65,84,78,6,533,0.8547008547008547,0.8952991452991453,0.8739316239316239,0.8739316239316239,0.9252136752136751,0.63,0.905982905982906,0.11,0.9337606837606838,0.47,0.8952991452991453,0.73,0.905982905982906,0.59,0.0405982905982906,0.0299145299145299,0.0106837606837607,0.0384615384615384,0.0320512820512821,0.0085470085470085,0.0277777777777776,0.47,0.0085470085470085,-0.0213675213675214,5.571428571428571,84,78,6,bayes,0.5,0.9337606837606838,0.654,0.9252136752136753,0.708,0.9038461538461539,0.8952991452991453,0.8739316239316239,0.8739316239316239,0.038461538461538436,0.008547008547008517,0.038461538461538436,0.02991452991452992,-0.021367521367521403,0.0,90,0.030000000000000027,3.469446951953614e-17,1.734723475976807e-17
RPS6KA3,30,25,5,740,0.8640000000000001,0.888,1.0,0.888,0.896,0.38,1.0,0.32,0.888,0.0,0.896,0.12,1.0,0.0,0.0239999999999999,0.008,0.1119999999999999,0.0,0.0,-0.008,-0.1119999999999999,0.0,-0.008,0.0,4.166666666666667,30,25,5,bayes,0.0,0.888,0.5,0.896,0.0,1.0,0.888,1.0,0.888,0.0,-0.008000000000000007,0.0,0.0,0.0,-0.11199999999999999,90,0.0,0.0,-6.938893903907228e-18
RS1,101,92,9,224,0.893719806763285,0.9082125603864736,0.8792270531400966,0.7608695652173914,0.9420289855072465,0.45,0.92512077294686,0.34,0.9118357487922706,0.44,0.9178743961352656,0.45,0.9094202898550724,0.55,0.0144927536231884,0.0338164251207728,0.0169082125603865,0.0036231884057971,0.0301932367149758,-0.0301932367149757,-0.0132850241545894,0.44,-0.0301932367149757,-0.1473429951690821,8.198019801980198,101,92,9,bayes,0.44,0.9118357487922706,0.45,0.9420289855072463,0.548,0.9094202898550725,0.9082125603864735,0.8792270531400966,0.7608695652173914,0.0036231884057971175,-0.030193236714975757,0.0036231884057971175,0.03019323671497587,-0.1473429951690821,-0.11835748792270528,90,0.0,1.734723475976807e-17,-5.898059818321144e-17
RUNX1,62,30,32,480,0.6031249999999999,0.628125,0.9979166666666668,0.4447916666666667,0.6291666666666667,0.85,0.9979166666666668,0.73,0.628125,0.0,0.6072916666666667,0.02,0.9979166666666668,0.0,0.0250000000000001,0.0010416666666666,0.3697916666666666,0.0,0.0,-0.0010416666666666,-0.3697916666666666,0.0,-0.0010416666666666,-0.1833333333333333,15.483870967741936,62,30,32,bayes,0.0,0.628125,0.85,0.6291666666666667,0.0,0.9979166666666667,0.628125,0.9979166666666667,0.4447916666666667,0.0,-0.0010416666666666075,0.0,0.0,-0.18333333333333335,-0.553125,90,0.0,0.0,-7.37257477290143e-18
SATB2,90,32,58,733,0.8189655172413792,0.890625,0.913793103448276,0.7731681034482759,0.9078663793103448,0.61,0.9175646551724138,0.62,0.9008620689655172,0.5,0.847521551724138,0.48,0.9186422413793104,0.35,0.0716594827586207,0.0172413793103447,0.0269396551724138,0.0102370689655172,0.0048491379310343,-0.0070043103448275,-0.0167025862068965,0.5,-0.0070043103448275,-0.117456896551724,20.622222222222224,90,32,58,bayes,0.5,0.9008620689655172,0.621,0.9078663793103448,0.377,0.9186422413793104,0.890625,0.913793103448276,0.7731681034482759,0.010237068965517238,-0.0070043103448275135,0.010237068965517238,0.004849137931034364,-0.11745689655172409,-0.1406250000000001,90,0.0,3.8163916471489756e-17,-1.3877787807814457e-17
SCNN1B,14,6,8,640,0.8541666666666667,0.9583333333333334,0.7916666666666667,0.7083333333333334,0.9791666666666666,0.84,0.9583333333333334,0.0,0.9791666666666666,0.01,0.875,0.12,0.8333333333333334,0.1,0.1041666666666666,0.0208333333333332,0.0,0.0208333333333332,0.0416666666666666,0.0,0.0208333333333332,0.01,0.0,-0.25,3.4285714285714284,14,6,8,bayes,0.11,0.9791666666666666,0.921,0.9791666666666666,0.14,0.8333333333333334,0.9583333333333334,0.7916666666666667,0.7083333333333334,0.02083333333333326,0.0,0.02083333333333326,0.04166666666666663,-0.25,-0.08333333333333337,90,0.1,5.898059818321144e-17,0.0
SEC23B,11,6,5,767,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.5666666666666667,0.9,0.21,0.9333333333333332,0.88,0.9,0.15,0.9333333333333332,0.39,0.9333333333333332,0.14,0.0,0.0333333333333333,0.0666666666666666,0.0333333333333333,0.0666666666666666,0.0,-0.0333333333333333,0.15,0.0,-0.3,2.727272727272727,11,6,5,bayes,0.33,0.9,0.3,0.9,0.298,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.5666666666666667,0.033333333333333326,0.0,0.033333333333333326,0.06666666666666665,-0.30000000000000004,-0.30000000000000004,90,0.18000000000000002,2.7755575615628914e-17,0.0
SELENON,13,5,8,590,0.5,1.0,0.6,0.6000000000000001,1.0,0.49,1.0,0.0,1.0,0.0,0.6000000000000001,0.92,0.6000000000000001,0.92,0.5,0.0,0.0,0.0,1.1102230246251563e-16,0.0,0.0,0.0,0.0,-0.3999999999999999,3.076923076923077,13,5,8,bayes,0.0,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.6,0.6000000000000001,0.0,0.0,0.0,1.1102230246251565e-16,-0.3999999999999999,1.1102230246251565e-16,90,0.0,0.0,0.0
SERAC1,13,5,8,654,1.0,1.0,1.0,0.95,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,3.076923076923077,13,5,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.95,0.0,0.0,0.0,0.0,-0.050000000000000044,-0.050000000000000044,90,0.0,0.0,0.0
SERPINA1,50,9,41,418,0.8211382113821138,0.8644986449864498,0.7425474254742548,0.8075880758807589,0.8780487804878048,0.85,0.8644986449864498,0.0,0.8888888888888888,0.25,0.8319783197831978,0.13,0.8319783197831978,0.65,0.0433604336043359,0.0135501355013549,0.0,0.024390243902439,0.089430894308943,0.010840108401084,0.024390243902439,0.25,0.010840108401084,-0.0569105691056909,7.38,50,9,41,bayes,0.246,0.8888888888888888,0.846,0.8780487804878048,0.734,0.8319783197831979,0.8644986449864498,0.7425474254742548,0.8075880758807589,0.024390243902439046,0.01084010840108407,0.024390243902439046,0.08943089430894313,-0.05691056910569092,0.06504065040650409,90,-0.0040000000000000036,4.5102810375396984e-17,6.938893903907228e-17
SERPINC1,55,48,7,464,0.7470238095238094,0.7440476190476191,0.8095238095238095,0.761904761904762,0.75,0.56,0.8154761904761905,0.94,0.7738095238095237,0.46,0.7648809523809524,0.51,0.8095238095238095,0.0,-0.0029761904761903,0.0059523809523809,0.0714285714285714,0.0297619047619046,0.0,0.0238095238095237,-0.0416666666666667,0.46,0.0238095238095237,0.0178571428571429,6.109090909090909,55,48,7,bayes,0.467,0.7708333333333334,0.083,0.7499999999999999,0.0,0.8095238095238095,0.7440476190476191,0.8095238095238095,0.761904761904762,0.0267857142857143,0.02083333333333348,0.0267857142857143,0.0,0.017857142857142905,-0.04761904761904756,90,0.007000000000000006,-0.002976190476190299,-0.0029761904761902193
SERPING1,113,90,23,500,0.946376811594203,0.9903381642512076,0.9859903381642512,0.8743961352657005,0.9917874396135264,0.63,0.9942028985507246,0.54,0.9913043478260868,0.05,0.9468599033816426,0.02,0.9869565217391304,0.1,0.0439613526570047,0.0014492753623187,0.0038647342995169,0.000966183574879,0.0009661835748792,-0.0004830917874396,-0.0028985507246378,0.05,-0.0004830917874396,-0.1159420289855072,18.31858407079646,113,90,23,bayes,0.07,0.9913043478260868,0.631,0.9917874396135264,0.116,0.9869565217391305,0.9903381642512077,0.9859903381642513,0.8743961352657005,0.0009661835748790981,-0.0004830917874396601,0.0009661835748790981,0.0009661835748792091,-0.1159420289855072,-0.11159420289855082,90,0.020000000000000004,9.812029660993815e-17,-6.006480035569695e-17
SGSH,44,33,11,502,0.6143250688705234,0.6776859504132231,0.8209366391184573,0.6666666666666666,0.6776859504132231,1.0,0.8236914600550964,0.5700000000000001,0.721763085399449,0.41,0.6831955922865013,0.85,0.8264462809917357,0.16,0.0633608815426997,0.0,0.1460055096418733,0.0440771349862259,0.0055096418732784,0.0440771349862259,-0.1019283746556474,0.41,0.0440771349862259,-0.0110192837465564,8.25,44,33,11,bayes,0.437,0.721763085399449,1.0,0.6776859504132231,0.093,0.8264462809917354,0.6776859504132231,0.8209366391184573,0.6666666666666666,0.0440771349862259,0.0440771349862259,0.0440771349862259,0.0055096418732781816,-0.011019283746556474,-0.15426997245179064,90,0.027000000000000024,0.0,0.0
SH3BP2,16,6,10,561,0.3833333333333333,0.1499999999999999,0.1333333333333333,0.4999999999999999,0.3833333333333333,0.0,0.1666666666666666,0.02,0.4999999999999999,0.98,0.4999999999999999,0.92,0.4999999999999999,0.98,-0.2333333333333333,0.2333333333333333,0.0166666666666666,0.35,0.3666666666666666,0.1166666666666666,0.3333333333333333,0.98,0.1166666666666666,0.35,3.75,16,6,10,bayes,1.0,0.49999999999999994,0.0,0.3833333333333333,1.0,0.49999999999999994,0.14999999999999997,0.1333333333333333,0.49999999999999994,0.35,0.11666666666666664,0.35,0.36666666666666664,0.35,0.36666666666666664,90,0.020000000000000018,0.0,4.163336342344337e-17
SKI,43,18,25,728,0.4533333333333333,1.0,0.8688888888888888,0.5,1.0,0.66,1.0,0.0,1.0,0.0,0.5844444444444444,0.5700000000000001,0.8688888888888889,0.12,0.5466666666666666,0.0,0.0,0.0,1.1102230246251563e-16,0.0,0.0,0.0,0.0,-0.5,10.465116279069768,43,18,25,bayes,0.0,1.0,1.0,1.0,0.136,0.8711111111111111,1.0,0.8688888888888888,0.5,0.0,0.0,0.0,0.0022222222222222365,-0.5,-0.3688888888888888,90,0.0,0.0,0.0
SLC12A3,101,90,11,1021,0.8848484848484849,0.9494949494949496,0.902020202020202,0.8363636363636363,0.9494949494949496,0.99,0.9505050505050504,0.25,0.9494949494949496,0.0,0.8929292929292929,0.12,0.9151515151515152,0.5,0.0646464646464646,0.0,0.001010101010101,0.0,0.0131313131313132,0.0,-0.001010101010101,0.0,0.0,-0.1131313131313132,9.801980198019802,101,90,11,bayes,0.0,0.9494949494949495,1.0,0.9494949494949495,0.5,0.9151515151515153,0.9494949494949495,0.902020202020202,0.8363636363636363,0.0,0.0,0.0,0.013131313131313216,-0.1131313131313132,-0.06565656565656575,90,0.0,0.0,0.0
SLC16A2,40,20,20,539,0.96,0.9525,0.9425,0.7625000000000001,0.9675,0.6,0.9625,0.16,0.955,0.03,0.96,0.0,0.9425,0.0,-0.0074999999999999,0.0149999999999999,0.01,0.0024999999999999,0.0,-0.0124999999999999,-0.0075,0.03,-0.0124999999999999,-0.1899999999999999,10.0,40,20,20,bayes,0.083,0.955,0.611,0.9674999999999999,0.0,0.9425,0.9525,0.9425,0.7625000000000001,0.0024999999999999467,-0.012499999999999956,0.0024999999999999467,0.0,-0.18999999999999995,-0.17999999999999994,90,0.053000000000000005,4.683753385137379e-17,-5.551115123125783e-17
SLC19A3,16,9,7,496,1.0,0.9841269841269842,0.9682539682539684,0.746031746031746,1.0,0.0,0.9841269841269842,0.0,0.9841269841269842,0.0,1.0,0.0,0.9841269841269842,0.2,-0.0158730158730158,0.0158730158730158,0.0,0.0,0.0158730158730158,-0.0158730158730158,0.0,0.0,-0.0158730158730158,-0.2380952380952381,3.9375,16,9,7,bayes,0.0,0.9841269841269842,0.0,1.0,0.339,0.9841269841269842,0.9841269841269842,0.9682539682539684,0.746031746031746,0.0,-0.015873015873015817,0.0,0.015873015873015817,-0.23809523809523814,-0.22222222222222232,90,0.0,0.0,-1.734723475976807e-17
SLC1A2,62,6,56,574,0.7023809523809523,0.7946428571428571,0.7113095238095238,0.7410714285714286,0.7946428571428571,0.9,0.7946428571428571,0.0,0.8005952380952381,0.1,0.7470238095238095,0.8200000000000001,0.7559523809523809,0.47,0.0922619047619047,0.0,0.0,0.005952380952381,0.044642857142857,0.005952380952381,0.005952380952381,0.1,0.005952380952381,-0.0535714285714284,5.419354838709677,62,6,56,bayes,0.10200000000000001,0.8005952380952381,1.0,0.7946428571428571,0.5,0.7559523809523809,0.7946428571428571,0.7113095238095238,0.7410714285714286,0.005952380952381042,0.005952380952381042,0.005952380952381042,0.044642857142857095,-0.05357142857142849,0.029761904761904767,90,0.0020000000000000018,4.2500725161431774e-17,4.2500725161431774e-17
SLC20A2,15,8,7,652,0.8571428571428572,0.8571428571428572,0.8392857142857143,0.7857142857142857,0.8571428571428572,0.0,0.8571428571428572,0.0,0.8571428571428572,0.0,0.8571428571428572,0.0,0.8392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0714285714285715,3.733333333333333,15,8,7,bayes,0.0,0.8571428571428572,0.0,0.8571428571428572,0.0,0.8392857142857143,0.8571428571428572,0.8392857142857143,0.7857142857142857,0.0,0.0,0.0,0.0,-0.07142857142857151,-0.0535714285714286,90,0.0,0.0,0.0
SLC22A5,65,55,10,557,0.9436363636363636,0.9781818181818184,0.9781818181818182,0.8981818181818182,0.9781818181818184,0.85,0.9981818181818182,0.68,0.9781818181818184,0.0,0.9436363636363636,0.0,0.9945454545454546,0.18,0.0345454545454546,0.0,0.0199999999999999,0.0,0.0163636363636364,0.0,-0.0199999999999999,0.0,0.0,-0.08,8.461538461538462,65,55,10,bayes,0.0,0.9781818181818183,1.0,0.9781818181818183,0.299,0.9945454545454546,0.9781818181818183,0.9781818181818182,0.8981818181818182,0.0,0.0,0.0,0.01636363636363647,-0.08000000000000007,-0.07999999999999996,90,0.0,0.0,0.0
SLC26A4,117,107,10,780,0.8317757009345794,0.8700934579439252,0.8813084112149532,0.822429906542056,0.8710280373831776,0.77,0.8841121495327102,0.56,0.8822429906542055,0.44,0.8429906542056074,0.39,0.8850467289719626,0.13,0.0383177570093458,0.0009345794392523,0.0140186915887849,0.0121495327102802,0.0037383177570093,0.0112149532710279,-0.0018691588785046,0.44,0.0112149532710279,-0.0476635514018691,9.145299145299145,117,107,10,bayes,0.439,0.8822429906542055,0.785,0.8710280373831776,0.137,0.8850467289719626,0.8700934579439252,0.8813084112149532,0.822429906542056,0.012149532710280297,0.01121495327102795,0.012149532710280297,0.0037383177570093906,-0.047663551401869175,-0.058878504672897125,90,-0.0010000000000000009,9.71445146547012e-17,5.0306980803327406e-17
SLC27A4,13,8,5,643,0.975,0.975,0.95,0.95,0.975,0.0,0.975,0.0,0.975,0.0,0.975,0.0,0.975,0.16,0.0,0.0,0.0,0.0,0.0250000000000001,0.0,0.0,0.0,0.0,-0.025,3.076923076923077,13,8,5,bayes,0.0,0.9750000000000001,0.0,0.9750000000000001,0.5,0.9750000000000001,0.9750000000000001,0.95,0.9500000000000001,0.0,0.0,0.0,0.025000000000000133,-0.025000000000000022,1.1102230246251565e-16,90,0.0,0.0,0.0
SLC29A3,16,7,9,475,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9375,16,7,9,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
SLC2A1,84,78,6,492,0.965811965811966,0.9764957264957266,0.9551282051282052,0.938034188034188,0.9807692307692308,0.54,0.9807692307692308,0.07,0.9807692307692308,0.17,0.9722222222222224,0.05,0.9700854700854702,0.4,0.0106837606837606,0.0042735042735041,0.0042735042735042,0.0042735042735042,0.014957264957265,1.1102230246251563e-16,0.0,0.17,1.1102230246251563e-16,-0.0384615384615385,5.571428571428571,84,78,6,bayes,0.228,0.9807692307692308,0.75,0.9807692307692307,0.5,0.9700854700854702,0.9764957264957266,0.9551282051282052,0.938034188034188,0.004273504273504258,1.1102230246251565e-16,0.004273504273504258,0.014957264957265015,-0.03846153846153855,-0.017094017094017144,90,0.057999999999999996,5.811323644522304e-17,2.465190328815662e-32
SLC2A10,16,6,10,541,1.0,1.0,1.0,0.9333333333333332,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0666666666666666,3.75,16,6,10,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,-0.06666666666666665,-0.06666666666666665,90,0.0,0.0,0.0
SLC34A3,19,7,12,599,0.9642857142857142,1.0,0.9285714285714286,0.8928571428571428,1.0,1.0,1.0,0.0,1.0,0.0,0.988095238095238,0.09,0.9642857142857144,0.56,0.0357142857142858,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,-0.1071428571428572,4.421052631578948,19,7,12,bayes,0.0,1.0,1.0,1.0,0.6920000000000001,0.9642857142857143,1.0,0.9285714285714286,0.8928571428571428,0.0,0.0,0.0,0.0357142857142857,-0.1071428571428572,-0.03571428571428581,90,0.0,0.0,0.0
SLC35A2,31,13,18,396,0.9829059829059827,0.9871794871794872,0.9743589743589745,0.8931623931623932,0.9871794871794872,0.36,0.9957264957264956,0.42,0.9871794871794872,0.0,0.9914529914529916,0.09,0.9957264957264956,0.46,0.0042735042735042,0.0,0.0085470085470086,0.0,0.0213675213675214,0.0,-0.0085470085470086,0.0,0.0,-0.0940170940170939,7.548387096774194,31,13,18,bayes,0.0,0.9871794871794871,1.0,0.9871794871794871,0.5,0.9957264957264957,0.9871794871794871,0.9743589743589743,0.8931623931623932,0.0,0.0,0.0,0.021367521367521403,-0.0940170940170939,-0.08119658119658113,90,0.0,0.0,0.0
