gene,n,n_pathogenic,n_benign,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals
PMS2,48,20,28,bayes,0.124,0.9910714285714286,0.977,0.9875,0.384,0.9928571428571429,0.9874999999999999,0.9874999999999999,0.9660714285714287,0.0035714285714286698,0.0035714285714285587,0.0035714285714286698,0.005357142857142949,-0.02142857142857124,-0.02142857142857124,90
PNPLA1,25,11,14,bayes,0.222,0.9285714285714285,1.0,0.922077922077922,0.0,0.9935064935064936,0.922077922077922,0.9935064935064936,0.6948051948051948,0.00649350649350644,0.00649350649350644,0.00649350649350644,0.0,-0.2272727272727273,-0.2987012987012988,90
PNPT1,14,6,8,bayes,0.5,0.9791666666666666,0.5,0.9791666666666666,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8958333333333334,0.02083333333333326,0.0,0.02083333333333326,0.0,-0.0625,-0.0625,90
POLR1C,16,11,5,bayes,0.0,0.9454545454545455,0.5,0.9818181818181819,0.5,0.9454545454545454,0.9454545454545455,0.8909090909090909,0.8909090909090909,0.0,-0.036363636363636376,0.0,0.054545454545454564,-0.054545454545454675,0.0,90
PORCN,22,13,9,bayes,0.5,0.8461538461538463,1.0,0.8034188034188036,0.671,0.9145299145299146,0.8034188034188036,0.8803418803418804,0.7948717948717949,0.042735042735042694,0.042735042735042694,0.042735042735042694,0.03418803418803418,-0.008547008547008628,-0.0854700854700855,90
POT1,14,5,9,bayes,0.855,0.9777777777777777,0.153,0.9333333333333332,0.77,0.9111111111111111,0.8444444444444444,0.8222222222222222,0.8444444444444446,0.1333333333333333,0.04444444444444451,0.1333333333333333,0.0888888888888889,1.1102230246251565e-16,0.022222222222222365,90
PPP2R1A,32,11,21,bayes,0.0,0.9696969696969696,1.0,0.9696969696969696,0.44,0.9307359307359309,0.9696969696969696,0.8917748917748918,0.9134199134199135,0.0,0.0,0.0,0.038961038961039085,-0.05627705627705615,0.02164502164502169,90
PPP2R5D,18,13,5,bayes,0.589,0.8461538461538463,1.0,0.7538461538461538,1.0,0.8307692307692308,0.7538461538461538,0.7846153846153846,0.8307692307692308,0.09230769230769242,0.09230769230769242,0.09230769230769242,0.04615384615384621,0.07692307692307698,0.04615384615384621,90
PPP3CA,18,13,5,bayes,0.313,0.923076923076923,1.0,0.8461538461538463,0.85,0.846153846153846,0.8461538461538463,0.8153846153846154,0.8307692307692307,0.07692307692307676,0.07692307692307676,0.07692307692307676,0.03076923076923066,-0.015384615384615552,0.01538461538461533,90
PRKAG2,27,17,10,bayes,1.0,0.9117647058823529,1.0,0.8588235294117647,0.0,1.0,0.8588235294117647,1.0,0.9117647058823529,0.05294117647058827,0.05294117647058827,0.05294117647058827,0.0,0.05294117647058827,-0.08823529411764708,90
PRKCG,26,21,5,bayes,0.5,0.9714285714285715,0.796,0.9619047619047618,0.668,0.980952380952381,0.9523809523809523,0.9619047619047619,0.9333333333333333,0.019047619047619202,0.009523809523809712,0.019047619047619202,0.01904761904761909,-0.01904761904761898,-0.02857142857142858,90
PRKN,16,7,9,bayes,0.0,0.9682539682539683,1.0,0.9682539682539683,0.0,1.0,0.9682539682539683,1.0,0.9206349206349207,0.0,0.0,0.0,0.0,-0.04761904761904756,-0.0793650793650793,90
PRMT7,10,5,5,bayes,0.0,1.0,1.0,1.0,0.651,1.0,1.0,0.8,0.9600000000000001,0.0,0.0,0.0,0.19999999999999996,-0.039999999999999925,0.16000000000000003,90
PROM1,13,8,5,bayes,0.757,0.8250000000000001,0.0,0.85,0.5,0.85,0.7250000000000001,0.8,0.8,0.09999999999999998,-0.02499999999999991,0.09999999999999998,0.04999999999999993,0.07499999999999996,0.0,90
PRRT2,35,14,21,bayes,0.0,0.9625850340136055,0.5,0.9863945578231292,0.195,1.0,0.9625850340136055,0.9965986394557823,0.7891156462585034,0.0,-0.023809523809523725,0.0,0.003401360544217691,-0.17346938775510212,-0.20748299319727892,90
PRSS1,22,7,15,bayes,0.593,0.7428571428571429,0.092,0.638095238095238,0.8170000000000001,0.7333333333333334,0.6000000000000001,0.7142857142857144,0.7047619047619048,0.1428571428571428,0.10476190476190483,0.1428571428571428,0.01904761904761898,0.10476190476190472,-0.009523809523809601,90
PTEN,177,172,5,bayes,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9976744186046512,0.9744186046511628,0.0,0.0,0.0,0.0023255813953487747,-0.025581395348837188,-0.023255813953488413,90
PTPN11,99,91,8,bayes,0.9380000000000001,0.7637362637362637,0.015,0.6771978021978022,0.397,0.956043956043956,0.6552197802197801,0.9505494505494505,0.7596153846153846,0.10851648351648358,0.08653846153846145,0.10851648351648358,0.005494505494505475,0.10439560439560447,-0.19093406593406592,90
PUF60,17,12,5,bayes,0.0,0.8833333333333333,0.0,0.8833333333333333,0.0,0.9,0.8833333333333333,0.9,0.8500000000000001,0.0,0.0,0.0,0.0,-0.033333333333333215,-0.04999999999999993,90
PURA,58,41,17,bayes,0.383,0.8565279770444763,0.47300000000000003,0.9182209469153515,0.226,0.9526542324246772,0.8436154949784791,0.9454806312769011,0.7374461979913917,0.012912482065997155,-0.06169296987087525,0.012912482065997155,0.007173601147776099,-0.10616929698708744,-0.2080344332855094,90
RAF1,46,28,18,bayes,0.263,0.9742063492063493,0.9440000000000001,0.9742063492063493,0.169,0.9722222222222223,0.9702380952380953,0.9682539682539684,0.7083333333333334,0.003968253968253954,0.0,0.003968253968253954,0.003968253968253954,-0.261904761904762,-0.259920634920635,90
RAG2,58,49,9,bayes,0.5,0.9160997732426304,1.0,0.891156462585034,0.631,0.8752834467120181,0.891156462585034,0.81859410430839,0.7732426303854876,0.024943310657596363,0.024943310657596363,0.024943310657596363,0.05668934240362811,-0.11791383219954643,-0.0453514739229024,90
RALA,14,8,6,bayes,1.0,0.875,0.0,0.9791666666666667,1.0,0.875,0.7083333333333334,0.8125,0.875,0.16666666666666663,-0.10416666666666674,0.16666666666666663,0.0625,0.16666666666666663,0.0625,90
RARS1,12,7,5,bayes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7714285714285714,1.0,0.0,0.0,0.0,0.22857142857142865,0.0,0.22857142857142865,90
RARS2,25,14,11,bayes,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9870129870129869,0.9675324675324675,0.0,0.0,0.0,0.012987012987013102,-0.032467532467532534,-0.01948051948051943,90
RB1,42,27,15,bayes,0.5,0.8814814814814815,0.5,0.8987654320987655,0.634,0.9308641975308641,0.8666666666666667,0.9185185185185185,0.6049382716049382,0.014814814814814836,-0.01728395061728394,0.014814814814814836,0.012345679012345623,-0.2617283950617285,-0.31358024691358033,90
RHO,92,86,6,bayes,0.0,0.8662790697674418,1.0,0.8662790697674418,0.5,0.8372093023255814,0.8662790697674418,0.8294573643410853,0.8236434108527132,0.0,0.0,0.0,0.007751937984496138,-0.04263565891472865,-0.005813953488372103,90
RHOBTB2,81,7,74,bayes,0.10400000000000001,0.749034749034749,0.977,0.7316602316602318,0.5,0.6351351351351351,0.7316602316602316,0.6177606177606176,0.4942084942084942,0.01737451737451734,0.01737451737451723,0.01737451737451734,0.01737451737451745,-0.23745173745173742,-0.12355212355212342,90
RLIM,15,7,8,bayes,1.0,0.9464285714285714,0.0,0.8214285714285714,0.0,1.0,0.7857142857142857,1.0,0.9464285714285714,0.1607142857142857,0.125,0.1607142857142857,0.0,0.1607142857142857,-0.0535714285714286,90
ROBO4,25,6,19,bayes,1.0,0.6403508771929824,0.402,0.5263157894736843,1.0,0.6403508771929824,0.4824561403508772,0.5350877192982456,0.6403508771929824,0.15789473684210525,0.11403508771929816,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.10526315789473684,90
ROR2,26,6,20,bayes,0.5760000000000001,0.8500000000000001,1.0,0.85,0.334,0.8166666666666668,0.85,0.7749999999999999,0.6,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.04166666666666685,-0.25,-0.17499999999999993,90
RP2,24,7,17,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7394957983193278,0.0,0.0,0.0,0.0,-0.26050420168067223,-0.26050420168067223,90
RPE65,84,78,6,bayes,0.5,0.9337606837606838,0.654,0.9252136752136753,0.708,0.9038461538461539,0.8952991452991453,0.8739316239316239,0.8739316239316239,0.038461538461538436,0.008547008547008517,0.038461538461538436,0.02991452991452992,-0.021367521367521403,0.0,90
RPS6KA3,30,25,5,bayes,0.0,0.888,0.5,0.896,0.0,1.0,0.888,1.0,0.888,0.0,-0.008000000000000007,0.0,0.0,0.0,-0.11199999999999999,90
RS1,101,92,9,bayes,0.44,0.9118357487922706,0.45,0.9420289855072463,0.548,0.9094202898550725,0.9082125603864735,0.8792270531400966,0.7608695652173914,0.0036231884057971175,-0.030193236714975757,0.0036231884057971175,0.03019323671497587,-0.1473429951690821,-0.11835748792270528,90
RUNX1,62,30,32,bayes,0.0,0.628125,0.85,0.6291666666666667,0.0,0.9979166666666667,0.628125,0.9979166666666667,0.4447916666666667,0.0,-0.0010416666666666075,0.0,0.0,-0.18333333333333335,-0.553125,90
SATB2,90,32,58,bayes,0.5,0.9008620689655172,0.621,0.9078663793103448,0.377,0.9186422413793104,0.890625,0.913793103448276,0.7731681034482759,0.010237068965517238,-0.0070043103448275135,0.010237068965517238,0.004849137931034364,-0.11745689655172409,-0.1406250000000001,90
SCNN1B,14,6,8,bayes,0.11,0.9791666666666666,0.921,0.9791666666666666,0.14,0.8333333333333334,0.9583333333333334,0.7916666666666667,0.7083333333333334,0.02083333333333326,0.0,0.02083333333333326,0.04166666666666663,-0.25,-0.08333333333333337,90
SEC23B,11,6,5,bayes,0.33,0.9,0.3,0.9,0.298,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.5666666666666667,0.033333333333333326,0.0,0.033333333333333326,0.06666666666666665,-0.30000000000000004,-0.30000000000000004,90
SELENON,13,5,8,bayes,0.0,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.6,0.6000000000000001,0.0,0.0,0.0,1.1102230246251565e-16,-0.3999999999999999,1.1102230246251565e-16,90
SERAC1,13,5,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.95,0.0,0.0,0.0,0.0,-0.050000000000000044,-0.050000000000000044,90
SERPINA1,50,9,41,bayes,0.246,0.8888888888888888,0.846,0.8780487804878048,0.734,0.8319783197831979,0.8644986449864498,0.7425474254742548,0.8075880758807589,0.024390243902439046,0.01084010840108407,0.024390243902439046,0.08943089430894313,-0.05691056910569092,0.06504065040650409,90
SERPINC1,55,48,7,bayes,0.467,0.7708333333333334,0.083,0.7499999999999999,0.0,0.8095238095238095,0.7440476190476191,0.8095238095238095,0.761904761904762,0.0267857142857143,0.02083333333333348,0.0267857142857143,0.0,0.017857142857142905,-0.04761904761904756,90
SERPING1,113,90,23,bayes,0.07,0.9913043478260868,0.631,0.9917874396135264,0.116,0.9869565217391305,0.9903381642512077,0.9859903381642513,0.8743961352657005,0.0009661835748790981,-0.0004830917874396601,0.0009661835748790981,0.0009661835748792091,-0.1159420289855072,-0.11159420289855082,90
SGSH,44,33,11,bayes,0.437,0.721763085399449,1.0,0.6776859504132231,0.093,0.8264462809917354,0.6776859504132231,0.8209366391184573,0.6666666666666666,0.0440771349862259,0.0440771349862259,0.0440771349862259,0.0055096418732781816,-0.011019283746556474,-0.15426997245179064,90
SH3BP2,16,6,10,bayes,1.0,0.49999999999999994,0.0,0.3833333333333333,1.0,0.49999999999999994,0.14999999999999997,0.1333333333333333,0.49999999999999994,0.35,0.11666666666666664,0.35,0.36666666666666664,0.35,0.36666666666666664,90
SKI,43,18,25,bayes,0.0,1.0,1.0,1.0,0.136,0.8711111111111111,1.0,0.8688888888888888,0.5,0.0,0.0,0.0,0.0022222222222222365,-0.5,-0.3688888888888888,90
SLC12A3,101,90,11,bayes,0.0,0.9494949494949495,1.0,0.9494949494949495,0.5,0.9151515151515153,0.9494949494949495,0.902020202020202,0.8363636363636363,0.0,0.0,0.0,0.013131313131313216,-0.1131313131313132,-0.06565656565656575,90
SLC16A2,40,20,20,bayes,0.083,0.955,0.611,0.9674999999999999,0.0,0.9425,0.9525,0.9425,0.7625000000000001,0.0024999999999999467,-0.012499999999999956,0.0024999999999999467,0.0,-0.18999999999999995,-0.17999999999999994,90
SLC19A3,16,9,7,bayes,0.0,0.9841269841269842,0.0,1.0,0.339,0.9841269841269842,0.9841269841269842,0.9682539682539684,0.746031746031746,0.0,-0.015873015873015817,0.0,0.015873015873015817,-0.23809523809523814,-0.22222222222222232,90
SLC1A2,62,6,56,bayes,0.10200000000000001,0.8005952380952381,1.0,0.7946428571428571,0.5,0.7559523809523809,0.7946428571428571,0.7113095238095238,0.7410714285714286,0.005952380952381042,0.005952380952381042,0.005952380952381042,0.044642857142857095,-0.05357142857142849,0.029761904761904767,90
SLC20A2,15,8,7,bayes,0.0,0.8571428571428572,0.0,0.8571428571428572,0.0,0.8392857142857143,0.8571428571428572,0.8392857142857143,0.7857142857142857,0.0,0.0,0.0,0.0,-0.07142857142857151,-0.0535714285714286,90
SLC22A5,65,55,10,bayes,0.0,0.9781818181818183,1.0,0.9781818181818183,0.299,0.9945454545454546,0.9781818181818183,0.9781818181818182,0.8981818181818182,0.0,0.0,0.0,0.01636363636363647,-0.08000000000000007,-0.07999999999999996,90
SLC26A4,117,107,10,bayes,0.439,0.8822429906542055,0.785,0.8710280373831776,0.137,0.8850467289719626,0.8700934579439252,0.8813084112149532,0.822429906542056,0.012149532710280297,0.01121495327102795,0.012149532710280297,0.0037383177570093906,-0.047663551401869175,-0.058878504672897125,90
SLC27A4,13,8,5,bayes,0.0,0.9750000000000001,0.0,0.9750000000000001,0.5,0.9750000000000001,0.9750000000000001,0.95,0.9500000000000001,0.0,0.0,0.0,0.025000000000000133,-0.025000000000000022,1.1102230246251565e-16,90
SLC29A3,16,7,9,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
SLC2A1,84,78,6,bayes,0.228,0.9807692307692308,0.75,0.9807692307692307,0.5,0.9700854700854702,0.9764957264957266,0.9551282051282052,0.938034188034188,0.004273504273504258,1.1102230246251565e-16,0.004273504273504258,0.014957264957265015,-0.03846153846153855,-0.017094017094017144,90
SLC2A10,16,6,10,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,-0.06666666666666665,-0.06666666666666665,90
SLC34A3,19,7,12,bayes,0.0,1.0,1.0,1.0,0.6920000000000001,0.9642857142857143,1.0,0.9285714285714286,0.8928571428571428,0.0,0.0,0.0,0.0357142857142857,-0.1071428571428572,-0.03571428571428581,90
SLC35A2,31,13,18,bayes,0.0,0.9871794871794871,1.0,0.9871794871794871,0.5,0.9957264957264957,0.9871794871794871,0.9743589743589743,0.8931623931623932,0.0,0.0,0.0,0.021367521367521403,-0.0940170940170939,-0.08119658119658113,90
SLC40A1,23,13,10,bayes,0.6880000000000001,0.9153846153846154,1.0,0.9,0.0,0.9384615384615385,0.9,0.9384615384615385,0.7769230769230769,0.01538461538461533,0.01538461538461533,0.01538461538461533,0.0,-0.12307692307692308,-0.16153846153846152,90
SLC4A1,27,19,8,bayes,0.964,0.9210526315789473,1.0,0.881578947368421,0.0,0.9868421052631579,0.881578947368421,0.9868421052631579,0.9144736842105263,0.03947368421052633,0.03947368421052633,0.03947368421052633,0.0,0.03289473684210531,-0.07236842105263153,90
SLC4A11,29,18,11,bayes,0.0,0.9797979797979797,0.6940000000000001,0.9797979797979798,0.5,0.9444444444444444,0.9797979797979797,0.9191919191919191,0.7676767676767677,0.0,-1.1102230246251565e-16,0.0,0.025252525252525304,-0.21212121212121193,-0.15151515151515138,90
SLC52A3,11,6,5,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9666666666666668,0.0,0.0,0.0,0.0,-0.033333333333333215,-0.033333333333333215,90
SLC6A1,107,53,54,bayes,0.8170000000000001,0.8525506638714185,0.523,0.8088749126484975,0.28500000000000003,0.902166317260657,0.8081761006289309,0.8986722571628233,0.8403214535290008,0.044374563242487675,0.043675751222921,0.044374563242487675,0.0034940600978337066,0.03214535290006992,-0.0583508036338225,90
SLC6A19,15,6,9,bayes,0.5,1.0,0.0,1.0,1.0,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9814814814814814,0.03703703703703709,0.0,0.03703703703703709,0.01851851851851849,0.01851851851851849,0.01851851851851849,90
SLC6A5,30,7,23,bayes,0.182,0.9875776397515528,0.5,0.9875776397515528,0.248,0.9875776397515528,0.9751552795031057,0.9751552795031055,0.9627329192546584,0.012422360248447117,0.0,0.012422360248447117,0.012422360248447228,-0.012422360248447228,-0.012422360248447117,90
SLC6A8,67,31,36,bayes,0.77,0.9686379928315412,0.43,0.9551971326164874,0.5,0.9910394265232976,0.9417562724014337,0.9793906810035842,0.9605734767025089,0.026881720430107503,0.013440860215053752,0.026881720430107503,0.0116487455197134,0.018817204301075252,-0.018817204301075252,90
SLC9A6,19,6,13,bayes,0.0,0.9358974358974359,0.0,0.9358974358974359,0.5,0.8846153846153846,0.9358974358974359,0.8333333333333333,0.8076923076923077,0.0,0.0,0.0,0.05128205128205132,-0.1282051282051282,-0.02564102564102555,90
SLCO2A1,16,6,10,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9666666666666668,0.0,0.0,0.0,0.0,-0.033333333333333215,-0.033333333333333215,90
SMARCAL1,22,9,13,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.982905982905983,0.0,0.0,0.0,0.0,-0.017094017094017033,-0.017094017094017033,90
SMPD1,103,97,6,bayes,0.228,0.9639175257731959,0.733,0.9690721649484536,0.193,0.9518900343642612,0.9484536082474226,0.943298969072165,0.7800687285223367,0.015463917525773252,-0.005154639175257714,0.015463917525773252,0.00859106529209619,-0.16838487972508598,-0.16323024054982838,90
SNAP25,25,17,8,bayes,0.194,1.0,1.0,0.9485294117647058,0.5,0.9779411764705882,0.9485294117647058,0.9117647058823529,0.9191176470588235,0.05147058823529416,0.05147058823529416,0.05147058823529416,0.06617647058823528,-0.02941176470588236,0.007352941176470562,90
SOX10,34,19,15,bayes,0.792,0.9894736842105263,1.0,0.9649122807017544,0.323,0.9964912280701754,0.9649122807017544,0.9894736842105263,0.9824561403508772,0.024561403508771895,0.024561403508771895,0.024561403508771895,0.007017543859649145,0.01754385964912286,-0.007017543859649034,90
SOX11,63,44,19,bayes,0.108,0.9533492822966507,0.72,0.9557416267942583,0.189,0.9832535885167464,0.9521531100478469,0.9820574162679426,0.9413875598086123,0.0011961722488038617,-0.0023923444976076125,0.0011961722488038617,0.0011961722488037507,-0.010765550239234534,-0.0406698564593303,90
SOX2,19,10,9,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
SOX5,28,16,12,bayes,1.0,0.9635416666666667,0.356,0.9270833333333334,1.0,0.9635416666666667,0.8489583333333333,0.90625,0.9635416666666667,0.11458333333333348,0.03645833333333337,0.11458333333333348,0.05729166666666674,0.11458333333333348,0.05729166666666674,90
SOX6,21,7,14,bayes,1.0,0.5816326530612245,0.458,0.6020408163265306,0.5,0.7142857142857143,0.5816326530612244,0.7040816326530611,0.5816326530612245,1.1102230246251565e-16,-0.020408163265306145,1.1102230246251565e-16,0.010204081632653184,1.1102230246251565e-16,-0.12244897959183665,90
SOX9,49,30,19,bayes,1.0,0.9982456140350878,0.222,0.912280701754386,1.0,0.9982456140350878,0.8982456140350876,0.8631578947368421,0.9982456140350878,0.1000000000000002,0.0859649122807018,0.1000000000000002,0.1350877192982457,0.1000000000000002,0.1350877192982457,90
SPAST,137,123,14,bayes,0.86,0.9372822299651569,0.8130000000000001,0.8977932636469222,0.134,0.9907084785133565,0.8960511033681765,0.9901277584204413,0.9320557491289199,0.04123112659698036,0.03948896631823462,0.04123112659698036,0.0005807200929152101,0.03600464576074336,-0.058072009291521454,90
SPG7,24,16,8,bayes,1.0,0.984375,1.0,0.921875,0.5,1.0,0.921875,0.984375,0.984375,0.0625,0.0625,0.0625,0.015625,0.0625,0.0,90
SRD5A2,39,31,8,bayes,0.811,0.9032258064516129,0.10200000000000001,0.9274193548387097,0.465,0.9516129032258065,0.8508064516129032,0.939516129032258,0.8669354838709677,0.05241935483870963,-0.024193548387096864,0.05241935483870963,0.012096774193548487,0.016129032258064502,-0.07258064516129026,90
STAT3,84,61,23,bayes,0.368,0.8909479686386315,0.388,0.8916607270135424,0.47000000000000003,0.9037776193870277,0.880256593014968,0.8845331432644333,0.6935138987883107,0.010691375623663513,-0.0007127583749109156,0.010691375623663513,0.01924447612259439,-0.18674269422665724,-0.19101924447612262,90
STIM1,23,13,10,bayes,0.5,0.9923076923076923,1.0,0.9769230769230769,0.5,0.9923076923076923,0.9769230769230769,0.9846153846153847,0.776923076923077,0.015384615384615441,0.015384615384615441,0.015384615384615441,0.007692307692307665,-0.19999999999999984,-0.20769230769230762,90
STING1,17,5,12,bayes,1.0,0.5,0.5,0.38333333333333336,1.0,0.5,0.35000000000000003,0.2666666666666667,0.5,0.14999999999999997,0.11666666666666664,0.14999999999999997,0.23333333333333328,0.14999999999999997,0.23333333333333328,90
STK11,33,28,5,bayes,1.0,1.0,0.0,1.0,1.0,1.0,0.9928571428571429,0.9642857142857143,1.0,0.0071428571428571175,0.0,0.0071428571428571175,0.0357142857142857,0.0071428571428571175,0.0357142857142857,90
STRA6,14,6,8,bayes,0.0,1.0,1.0,1.0,0.0,0.9583333333333334,1.0,0.9583333333333334,0.4583333333333333,0.0,0.0,0.0,0.0,-0.5416666666666667,-0.5,90
STS,16,6,10,bayes,0.251,0.9333333333333333,0.8220000000000001,0.9333333333333333,0.0,0.9500000000000001,0.9166666666666666,0.9500000000000001,0.7,0.01666666666666672,0.0,0.01666666666666672,0.0,-0.21666666666666667,-0.2500000000000001,90
STXBP1,127,83,44,bayes,0.0,0.9164841182913472,0.809,0.920591456736035,0.424,0.8921139101861993,0.9164841182913472,0.871303395399781,0.8658269441401972,0.0,-0.0041073384446878025,0.0,0.020810514786418377,-0.05065717415115001,-0.005476451259583737,90
SUCLA2,12,5,7,bayes,0.0,0.9714285714285715,1.0,0.9714285714285715,0.0,0.9714285714285715,0.9714285714285715,0.9714285714285715,0.8857142857142857,0.0,0.0,0.0,0.0,-0.08571428571428585,-0.08571428571428585,90
SUMF1,24,17,7,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3949579831932773,0.0,0.0,0.0,0.0,-0.6050420168067228,-0.6050420168067228,90
TAOK1,15,9,6,bayes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,1.0,0.0,0.0,0.0,0.05555555555555558,0.0,0.05555555555555558,90
TBR1,27,14,13,bayes,1.0,0.9560439560439561,1.0,0.9340659340659341,0.0,1.0,0.9340659340659341,1.0,0.9560439560439561,0.02197802197802201,0.02197802197802201,0.02197802197802201,0.0,0.02197802197802201,-0.04395604395604391,90
TBX4,21,8,13,bayes,1.0,0.971153846153846,0.0,0.971153846153846,1.0,0.971153846153846,0.9615384615384616,0.9423076923076923,0.971153846153846,0.00961538461538447,0.0,0.00961538461538447,0.028846153846153744,0.00961538461538447,0.028846153846153744,90
TBX5,33,19,14,bayes,1.0,0.9360902255639098,0.10200000000000001,0.9097744360902256,0.294,0.9661654135338346,0.9060150375939849,0.9360902255639098,0.9360902255639098,0.03007518796992481,0.02631578947368418,0.03007518796992481,0.03007518796992481,0.03007518796992481,0.0,90
TCF4,84,40,44,bayes,0.316,0.9346590909090909,0.9400000000000001,0.9318181818181818,0.741,0.9522727272727273,0.93125,0.9085227272727273,0.9096590909090909,0.003409090909090917,0.0028409090909091717,0.003409090909090917,0.043749999999999956,-0.021590909090909105,0.001136363636363602,90
TFE3,21,11,10,bayes,1.0,0.5,0.094,0.32727272727272727,0.0,1.0,0.2818181818181818,1.0,0.5,0.2181818181818182,0.17272727272727273,0.2181818181818182,0.0,0.2181818181818182,-0.5,90
TGFBR1,42,35,7,bayes,0.0,0.9632653061224489,1.0,0.9632653061224489,0.0,1.0,0.9632653061224489,1.0,0.8530612244897958,0.0,0.0,0.0,0.0,-0.11020408163265305,-0.14693877551020418,90
TGFBR2,81,75,6,bayes,0.5,0.9711111111111111,0.612,0.9600000000000001,0.5,0.9777777777777779,0.908888888888889,0.9422222222222223,0.9466666666666667,0.06222222222222218,0.011111111111111072,0.06222222222222218,0.03555555555555556,0.03777777777777769,0.004444444444444362,90
TGM1,64,49,15,bayes,0.031,0.9482993197278912,0.907,0.9482993197278912,0.08700000000000001,0.926530612244898,0.9469387755102041,0.9238095238095239,0.6952380952380953,0.0013605442176870541,0.0,0.0013605442176870541,0.0027210884353741083,-0.2517006802721088,-0.22857142857142854,90
TMEM67,46,41,5,bayes,0.445,0.9414634146341464,1.0,0.9170731707317074,0.729,0.9414634146341464,0.9170731707317074,0.9024390243902439,0.575609756097561,0.024390243902439046,0.024390243902439046,0.024390243902439046,0.039024390243902474,-0.3414634146341463,-0.3268292682926829,90
TMPRSS3,34,27,7,bayes,0.0,0.9947089947089948,1.0,0.9947089947089948,0.0,0.9841269841269841,0.9947089947089948,0.9841269841269841,0.9365079365079365,0.0,0.0,0.0,0.0,-0.05820105820105825,-0.04761904761904756,90
TNFRSF1A,31,18,13,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.829059829059829,0.0,0.0,0.0,0.0,-0.170940170940171,-0.170940170940171,90
TNPO2,11,6,5,bayes,1.0,0.8333333333333334,0.0,0.9666666666666668,0.5,0.8666666666666667,0.7666666666666666,0.7666666666666666,0.8333333333333334,0.06666666666666676,-0.13333333333333341,0.06666666666666676,0.10000000000000009,0.06666666666666676,0.06666666666666676,90
TP53,200,86,114,bayes,0.0,0.9344145246838026,0.977,0.9346185230518156,0.012,0.966748266013872,0.9344145246838026,0.9666462668298653,0.49316605467156266,0.0,-0.00020399836801299198,0.0,0.00010199918400666252,-0.44124847001223994,-0.47348021215830266,90
TP63,68,57,11,bayes,0.555,0.9952153110047847,0.548,0.9856459330143541,0.6920000000000001,0.9808612440191387,0.9776714513556619,0.9393939393939394,0.6283891547049442,0.01754385964912275,0.009569377990430561,0.01754385964912275,0.04146730462519921,-0.34928229665071775,-0.3110047846889953,90
TPO,34,19,15,bayes,0.0,0.9017543859649123,1.0,0.9017543859649123,0.313,0.9614035087719298,0.9017543859649123,0.9508771929824561,0.6596491228070175,0.0,0.0,0.0,0.010526315789473717,-0.24210526315789482,-0.2912280701754386,90
TPP1,32,27,5,bayes,0.538,0.9555555555555556,1.0,0.9481481481481482,0.192,0.9777777777777779,0.9481481481481482,0.9777777777777777,0.9111111111111111,0.007407407407407418,0.007407407407407418,0.007407407407407418,1.1102230246251565e-16,-0.03703703703703709,-0.06666666666666665,90
TRAF7,21,9,12,bayes,0.6950000000000001,0.6388888888888888,0.337,0.5740740740740741,0.5,0.7222222222222221,0.5648148148148149,0.7037037037037036,0.6203703703703703,0.07407407407407396,0.06481481481481477,0.07407407407407396,0.01851851851851849,0.05555555555555547,-0.08333333333333326,90
TRMU,20,12,8,bayes,0.0,1.0,0.0,1.0,0.0,0.96875,1.0,0.96875,0.8854166666666666,0.0,0.0,0.0,0.0,-0.11458333333333337,-0.08333333333333337,90
