gene,model,fold,raw_calm_weight,training_sd_plm,training_sd_calm,standardized_equivalent_calm_weight
SLC2A10,ESM-2 650M + CaLM,1,0.0,4.87216823342692,2.7081315855804413,0.0
SLC2A10,ESM-2 650M + CaLM,2,0.0,4.951829980115301,2.6214942206116074,0.0
SLC2A10,ESM-2 650M + CaLM,3,0.0,4.755912672430211,2.225929192373098,0.0
SLC2A10,ESM-2 650M + CaLM,4,0.0,4.739490595392715,2.3779672892322528,0.0
SLC2A10,ESM-2 650M + CaLM,5,0.0,5.188073709768303,2.669808075577787,0.0
SLC2A10,ESM-1b 650M + CaLM,1,0.0,5.176966767008364,2.3495720747165305,0.0
SLC2A10,ESM-1b 650M + CaLM,2,0.0,4.998996864889482,2.6718850518123665,0.0
SLC2A10,ESM-1b 650M + CaLM,3,0.0,4.7645087574547365,2.2467523965410314,0.0
SLC2A10,ESM-1b 650M + CaLM,4,0.0,4.683315996893758,2.590173772156697,0.0
SLC2A10,ESM-1b 650M + CaLM,5,0.0,5.1020538259867125,2.6845875711110327,0.0
SLC34A3,ESM-2 650M + CaLM,1,0.0,4.175199913142483,3.193855970246324,0.0
SLC34A3,ESM-2 650M + CaLM,2,0.0,5.377354022038502,3.1616071704017026,0.0
SLC34A3,ESM-2 650M + CaLM,3,0.0,5.1745708843467755,2.65296978831565,0.0
SLC34A3,ESM-2 650M + CaLM,4,0.0,5.4805688630230005,3.2516597603126662,0.0
SLC34A3,ESM-2 650M + CaLM,5,0.0,4.939638441682851,2.919071361537426,0.0
SLC34A3,ESM-1b 650M + CaLM,1,0.0,4.6293949073264615,3.1073853881076845,0.0
SLC34A3,ESM-1b 650M + CaLM,2,0.56,4.317542264964073,2.7255477001734154,0.4455036301773837
SLC34A3,ESM-1b 650M + CaLM,3,0.56,5.361317331546201,2.9505765862237734,0.41191679820962085
SLC34A3,ESM-1b 650M + CaLM,4,0.56,5.323150896561655,3.248751109742172,0.4371756092199345
SLC34A3,ESM-1b 650M + CaLM,5,0.47,5.35765990151375,3.124178390588926,0.340851877344169
SLC35A2,ESM-2 650M + CaLM,1,0.0,3.8161546662306787,2.708881217447818,0.0
SLC35A2,ESM-2 650M + CaLM,2,0.0,3.5965005689907352,2.8795917849712906,0.0
SLC35A2,ESM-2 650M + CaLM,3,0.0,3.7054704069702673,3.164686887336613,0.0
SLC35A2,ESM-2 650M + CaLM,4,0.63,4.063947954933573,3.2643184977465554,0.5776449074667113
SLC35A2,ESM-2 650M + CaLM,5,0.0,4.040516333180435,3.1476292859756567,0.0
SLC35A2,ESM-1b 650M + CaLM,1,0.09,4.529079418851263,2.9752507787559446,0.061006662840629174
SLC35A2,ESM-1b 650M + CaLM,2,0.46,4.478024732201691,2.984168976396818,0.36211333511461447
SLC35A2,ESM-1b 650M + CaLM,3,0.46,4.782919674972964,3.223395874410956,0.36471478982253647
SLC35A2,ESM-1b 650M + CaLM,4,0.46,3.7360980394413836,2.927560476223301,0.4003000783819261
SLC35A2,ESM-1b 650M + CaLM,5,0.46,4.47644269984501,3.1052955998146436,0.37143573128759627
SLC40A1,ESM-2 650M + CaLM,1,0.66,4.0020653276913905,2.9994818317220426,0.5926480613902655
SLC40A1,ESM-2 650M + CaLM,2,0.66,4.127333514552581,3.266549980772028,0.6057296763570622
SLC40A1,ESM-2 650M + CaLM,3,0.73,3.810566517462029,3.317049535070983,0.7018076045475297
SLC40A1,ESM-2 650M + CaLM,4,0.66,3.964819517482122,2.878960070030309,0.584982932190034
SLC40A1,ESM-2 650M + CaLM,5,0.41,3.6003978670118624,2.720193381374912,0.3442736400454618
SLC40A1,ESM-1b 650M + CaLM,1,0.0,5.044556275897044,3.249706121407837,0.0
SLC40A1,ESM-1b 650M + CaLM,2,0.0,4.865734718190171,2.9059729636560365,0.0
SLC40A1,ESM-1b 650M + CaLM,3,0.0,5.136147371937723,3.250680009885472,0.0
SLC40A1,ESM-1b 650M + CaLM,4,0.0,5.065809703977902,3.206283569432085,0.0
SLC40A1,ESM-1b 650M + CaLM,5,0.0,5.007105497311324,2.482741054744504,0.0
SLC4A1,ESM-2 650M + CaLM,1,0.35,3.6352391030355884,2.769264888705826,0.29087623773284177
SLC4A1,ESM-2 650M + CaLM,2,0.0,3.362248217965387,2.8384146253275078,0.0
SLC4A1,ESM-2 650M + CaLM,3,0.95,3.3320073526384233,2.5168697859352407,0.9348613423689628
SLC4A1,ESM-2 650M + CaLM,4,0.96,3.323761620889032,2.441414245228891,0.9463196883497719
SLC4A1,ESM-2 650M + CaLM,5,0.96,3.6213952350740732,2.8081186739114465,0.949006099714115
SLC4A1,ESM-1b 650M + CaLM,1,0.0,3.088474293176439,2.656532037378759,0.0
SLC4A1,ESM-1b 650M + CaLM,2,0.0,3.7237179458714684,2.660647321296073,0.0
SLC4A1,ESM-1b 650M + CaLM,3,0.0,3.5187146280904784,2.787293407944223,0.0
SLC4A1,ESM-1b 650M + CaLM,4,0.0,3.4226774191273788,2.5773976436080814,0.0
SLC4A1,ESM-1b 650M + CaLM,5,0.0,3.3948518470454374,2.6703684172889073,0.0
SLC4A11,ESM-2 650M + CaLM,1,0.0,4.175068760422131,2.6615167890600224,0.0
SLC4A11,ESM-2 650M + CaLM,2,0.0,3.8167426798525455,2.4825334721338934,0.0
SLC4A11,ESM-2 650M + CaLM,3,0.0,4.267340456858371,2.8885516391921637,0.0
SLC4A11,ESM-2 650M + CaLM,4,0.0,4.036434867500286,2.6159450136535325,0.0
SLC4A11,ESM-2 650M + CaLM,5,0.0,3.90680758207528,2.8710603971110356,0.0
SLC4A11,ESM-1b 650M + CaLM,1,0.0,4.685612020937024,2.658040721732401,0.0
SLC4A11,ESM-1b 650M + CaLM,2,0.33,5.460873239866845,2.9148369677235655,0.20817194329795818
SLC4A11,ESM-1b 650M + CaLM,3,0.32,5.286921533155813,2.935250942351998,0.20714604049729204
SLC4A11,ESM-1b 650M + CaLM,4,0.33,4.687919462524963,2.4168673093383037,0.20250649517259417
SLC4A11,ESM-1b 650M + CaLM,5,0.33,4.946301993191291,2.6641702137057015,0.20966719540537987
SLC52A3,ESM-2 650M + CaLM,1,0.0,3.2817686358856974,1.9638438572464219,0.0
SLC52A3,ESM-2 650M + CaLM,2,0.0,4.0272232596129784,2.930561129942839,0.0
SLC52A3,ESM-2 650M + CaLM,3,0.0,4.112112437968825,2.7917262734677895,0.0
SLC52A3,ESM-2 650M + CaLM,4,0.0,4.080062187288674,3.0753633267573304,0.0
SLC52A3,ESM-2 650M + CaLM,5,0.0,4.312544790635503,2.9508055578892454,0.0
SLC52A3,ESM-1b 650M + CaLM,1,0.0,4.169003016494836,2.7455726627669677,0.0
SLC52A3,ESM-1b 650M + CaLM,2,0.0,4.542448639996195,3.0753633267573304,0.0
SLC52A3,ESM-1b 650M + CaLM,3,0.0,4.390133664084137,2.6200426604021434,0.0
SLC52A3,ESM-1b 650M + CaLM,4,0.0,4.472917591641956,2.41119537195294,0.0
SLC52A3,ESM-1b 650M + CaLM,5,0.0,4.433740443829108,2.9577906580710094,0.0
SLC6A1,ESM-2 650M + CaLM,1,0.75,3.4661596133609667,2.9730324720648125,0.720138257519441
SLC6A1,ESM-2 650M + CaLM,2,0.79,3.4245821367338243,2.7037884564012264,0.748117977429231
SLC6A1,ESM-2 650M + CaLM,3,0.81,3.3797594453492876,2.99395416265051,0.7906421731902772
SLC6A1,ESM-2 650M + CaLM,4,0.79,3.491740669305701,3.003979464882254,0.7639507658086517
SLC6A1,ESM-2 650M + CaLM,5,0.61,3.4707872001894113,3.083510045126608,0.5815158868172728
SLC6A1,ESM-1b 650M + CaLM,1,0.28,4.2348579892989955,2.9863356057192267,0.21521634249899807
SLC6A1,ESM-1b 650M + CaLM,2,0.28,4.206982005772027,3.0315844031836905,0.2188942601710906
SLC6A1,ESM-1b 650M + CaLM,3,0.29,4.509636449091222,2.9730531210011644,0.2121504962568513
SLC6A1,ESM-1b 650M + CaLM,4,0.28,4.453539117984309,3.0113015966403514,0.20820352648214852
SLC6A1,ESM-1b 650M + CaLM,5,0.25,4.28955454802071,2.7695485713743366,0.17710135488764617
SLC6A19,ESM-2 650M + CaLM,1,0.43,4.290509743310965,3.674792819522442,0.3925132799945437
SLC6A19,ESM-2 650M + CaLM,2,0.0,4.077676633061961,3.2122159668949255,0.0
SLC6A19,ESM-2 650M + CaLM,3,0.43,4.278286368180905,3.271790826853655,0.3658490474771444
SLC6A19,ESM-2 650M + CaLM,4,0.43,4.194462539894619,3.353599068620077,0.3762297196776863
SLC6A19,ESM-2 650M + CaLM,5,0.0,4.731476855288696,3.2474248671713855,0.0
SLC6A19,ESM-1b 650M + CaLM,1,0.41,6.277636995422784,3.441696180601719,0.2758793106546362
SLC6A19,ESM-1b 650M + CaLM,2,0.0,6.397978025440357,3.2034556599982116,0.0
SLC6A19,ESM-1b 650M + CaLM,3,0.41,5.881583608382146,3.263949685466519,0.27831134199735835
SLC6A19,ESM-1b 650M + CaLM,4,0.0,6.101900407504526,3.6354628253645256,0.0
SLC6A19,ESM-1b 650M + CaLM,5,0.41,6.432871721562477,3.221099482771062,0.25813900408967533
SLC6A5,ESM-2 650M + CaLM,1,0.17,3.746872271917967,3.3219915266387168,0.15368530478239895
SLC6A5,ESM-2 650M + CaLM,2,0.17,3.71307115046528,3.33710195133194,0.1554625978233402
SLC6A5,ESM-2 650M + CaLM,3,0.0,3.538784516959767,3.4560749417732364,0.0
SLC6A5,ESM-2 650M + CaLM,4,0.17,3.8623514574770024,3.616578475251036,0.16092319540442448
SLC6A5,ESM-2 650M + CaLM,5,0.08,3.8054800301962737,3.3071635728927644,0.07026026451273384
SLC6A5,ESM-1b 650M + CaLM,1,0.23,5.013633986841082,3.4287957299706457,0.16962840632533965
SLC6A5,ESM-1b 650M + CaLM,2,0.23,5.361925603218287,3.425385628494043,0.16024311276390668
SLC6A5,ESM-1b 650M + CaLM,3,0.23,5.3152209344959385,3.57375550342369,0.1672465177745661
SLC6A5,ESM-1b 650M + CaLM,4,0.0,5.184675147268669,3.449998620421666,0.0
SLC6A5,ESM-1b 650M + CaLM,5,0.23,4.657912980070731,3.1740637294822442,0.16912152646963682
SLC6A8,ESM-2 650M + CaLM,1,0.5700000000000001,3.2767126401722892,3.3302954110757224,0.573971008544806
SLC6A8,ESM-2 650M + CaLM,2,0.76,3.3933693975009667,3.330677786757576,0.7565822194017551
SLC6A8,ESM-2 650M + CaLM,3,0.45,3.1995292368169626,3.036291518088893,0.43707600721251605
SLC6A8,ESM-2 650M + CaLM,4,0.45,3.3277580473231776,3.3463424715885886,0.4513787404452544
SLC6A8,ESM-2 650M + CaLM,5,0.73,3.2279942959012438,3.0581330996917018,0.7192140177233496
SLC6A8,ESM-1b 650M + CaLM,1,0.23,4.207582958218842,3.283443945420229,0.1890328536199421
SLC6A8,ESM-1b 650M + CaLM,2,0.49,4.597214822634595,3.1885019734633566,0.39989448442103165
SLC6A8,ESM-1b 650M + CaLM,3,0.31,4.216262445701951,3.036378425620325,0.2444559675885692
SLC6A8,ESM-1b 650M + CaLM,4,0.49,4.626940905650606,3.263816642356866,0.4039570872602904
SLC6A8,ESM-1b 650M + CaLM,5,0.49,4.4604978955705,3.3401499607057263,0.4184231146158332
SLC9A6,ESM-2 650M + CaLM,1,0.0,3.8143679764337346,3.070987086874039,0.0
SLC9A6,ESM-2 650M + CaLM,2,0.0,3.6411687640558994,2.8064992364047847,0.0
SLC9A6,ESM-2 650M + CaLM,3,0.0,3.685548321182635,2.4577142305597275,0.0
SLC9A6,ESM-2 650M + CaLM,4,0.0,3.9087875198911197,3.0130732212242934,0.0
SLC9A6,ESM-2 650M + CaLM,5,0.0,3.620269896221516,2.838213055645684,0.0
SLC9A6,ESM-1b 650M + CaLM,1,0.48,4.0440070983134895,2.8878527367087536,0.3972909874787699
SLC9A6,ESM-1b 650M + CaLM,2,0.48,4.265921275884064,3.059425816273431,0.39831914275541935
SLC9A6,ESM-1b 650M + CaLM,3,0.0,4.037292190640878,3.0387216695370283,0.0
SLC9A6,ESM-1b 650M + CaLM,4,0.18,4.3471950239030335,2.4004776493483235,0.10810836208737007
SLC9A6,ESM-1b 650M + CaLM,5,0.48,4.0934406952896465,2.8104897729857807,0.3879185883957631
SLCO2A1,ESM-2 650M + CaLM,1,0.0,4.166212075179972,2.6322204189384344,0.0
SLCO2A1,ESM-2 650M + CaLM,2,0.0,4.307456947462282,3.319708889900193,0.0
SLCO2A1,ESM-2 650M + CaLM,3,0.0,4.169514905361008,3.201128370492312,0.0
SLCO2A1,ESM-2 650M + CaLM,4,0.0,4.188129874640943,3.2953433513754593,0.0
SLCO2A1,ESM-2 650M + CaLM,5,0.0,3.898068029917493,3.150179488055496,0.0
SLCO2A1,ESM-1b 650M + CaLM,1,0.0,4.6626511371720385,2.688558253707954,0.0
SLCO2A1,ESM-1b 650M + CaLM,2,0.0,5.156655049715076,3.2984237201162316,0.0
SLCO2A1,ESM-1b 650M + CaLM,3,0.0,5.147143265362023,3.467088149443057,0.0
SLCO2A1,ESM-1b 650M + CaLM,4,0.0,5.2147635515823065,3.200478775408363,0.0
SLCO2A1,ESM-1b 650M + CaLM,5,0.0,5.168879004848762,2.910099411388973,0.0
SMARCAL1,ESM-2 650M + CaLM,1,0.0,3.4805471245975768,2.7446325782544383,0.0
SMARCAL1,ESM-2 650M + CaLM,2,0.0,2.803368752719529,2.5439966150097133,0.0
SMARCAL1,ESM-2 650M + CaLM,3,0.0,3.5531128504499465,2.679595503540732,0.0
SMARCAL1,ESM-2 650M + CaLM,4,0.0,3.2822037060018188,2.252413807910964,0.0
SMARCAL1,ESM-2 650M + CaLM,5,0.0,3.3489379108323516,2.361560241940328,0.0
SMARCAL1,ESM-1b 650M + CaLM,1,0.0,4.6853152736195725,2.520123384595003,0.0
SMARCAL1,ESM-1b 650M + CaLM,2,0.0,5.113901039732758,2.6650544136040764,0.0
SMARCAL1,ESM-1b 650M + CaLM,3,0.0,5.14382318988646,2.72724445684712,0.0
SMARCAL1,ESM-1b 650M + CaLM,4,0.0,4.924282995404713,2.1146585843972527,0.0
SMARCAL1,ESM-1b 650M + CaLM,5,0.0,4.311198630332593,2.4986105672278907,0.0
SMPD1,ESM-2 650M + CaLM,1,0.0,2.881324434978147,2.4082484840234275,0.0
SMPD1,ESM-2 650M + CaLM,2,0.5,2.828700124072059,2.561708408952793,0.47523455657548813
SMPD1,ESM-2 650M + CaLM,3,0.26,2.980655758040522,2.513103953891556,0.228536529070586
SMPD1,ESM-2 650M + CaLM,4,0.26,2.6974371769545007,2.3275812700870695,0.23264407404159543
SMPD1,ESM-2 650M + CaLM,5,0.26,2.9011481898086124,2.485639230272609,0.23137822854032866
SMPD1,ESM-1b 650M + CaLM,1,0.18,3.0200252486646195,2.5250358366957295,0.1550725851053036
SMPD1,ESM-1b 650M + CaLM,2,0.19,2.753751099142465,2.395339371412558,0.16946139447288788
SMPD1,ESM-1b 650M + CaLM,3,0.19,3.0705710306658762,2.4074519344587366,0.1553417179099167
SMPD1,ESM-1b 650M + CaLM,4,0.0,2.8818571613380333,2.3987164337305735,0.0
SMPD1,ESM-1b 650M + CaLM,5,0.19,3.0485819893133157,2.5573622327987042,0.16441884290625028
SNAP25,ESM-2 650M + CaLM,1,0.14,3.295054071116895,3.276913388298761,0.13933663517840927
SNAP25,ESM-2 650M + CaLM,2,0.08,3.3006089395358567,3.5604817722270634,0.08575861010156176
SNAP25,ESM-2 650M + CaLM,3,0.14,2.480842109666562,3.5724393911418812,0.18990318674036263
SNAP25,ESM-2 650M + CaLM,4,0.11,3.371180728944586,3.349327821596228,0.10936493282662856
SNAP25,ESM-2 650M + CaLM,5,0.14,2.8599230526122636,3.036560604132261,0.1473725215099831
SNAP25,ESM-1b 650M + CaLM,1,0.49,5.5775277491200566,3.377245207593669,0.3677943916374453
SNAP25,ESM-1b 650M + CaLM,2,0.13,6.4365021862131755,3.58046470558057,0.07674257782515503
SNAP25,ESM-1b 650M + CaLM,3,0.49,5.521810683677512,3.4221849565445788,0.3732189715424221
SNAP25,ESM-1b 650M + CaLM,4,0.49,5.689972653793042,2.8405748756707614,0.3241632460222477
SNAP25,ESM-1b 650M + CaLM,5,0.49,6.309627834294374,3.4597348375881705,0.34504536342404835
SOX10,ESM-2 650M + CaLM,1,0.66,4.247099321362849,3.521141217143939,0.6167658103767163
SOX10,ESM-2 650M + CaLM,2,0.08,3.8188709835847,3.223247715931757,0.0683756822845744
SOX10,ESM-2 650M + CaLM,3,0.15,4.363807971909769,3.536669130148073,0.1251257687206079
SOX10,ESM-2 650M + CaLM,4,0.63,4.075480651888876,3.6374427457637672,0.6031264152598854
SOX10,ESM-2 650M + CaLM,5,0.66,4.201563566471022,3.5202170832571027,0.6192486009220176
SOX10,ESM-1b 650M + CaLM,1,0.15,4.670840290579604,3.4909981567416506,0.11652549497454617
SOX10,ESM-1b 650M + CaLM,2,0.15,5.2289197305597,3.5538252998135884,0.1070933470404831
SOX10,ESM-1b 650M + CaLM,3,0.06,4.888796052300411,3.555548577180071,0.0443630138967955
SOX10,ESM-1b 650M + CaLM,4,0.15,5.258825788177331,3.4579026168882394,0.10397231977944354
SOX10,ESM-1b 650M + CaLM,5,0.0,4.917682844053978,3.4037529135982303,0.0
SOX11,ESM-2 650M + CaLM,1,0.0,4.12339563245151,3.7137837964033173,0.0
SOX11,ESM-2 650M + CaLM,2,0.09,3.8344092115657262,3.6817884798115514,0.08672842015015257
SOX11,ESM-2 650M + CaLM,3,0.07,3.8510855128542247,3.5215693771467236,0.06439618813639361
SOX11,ESM-2 650M + CaLM,4,0.88,4.089323673387799,3.611314970950787,0.8662408894196121
SOX11,ESM-2 650M + CaLM,5,0.09,4.12448802695364,3.694629263658743,0.08138346802275291
SOX11,ESM-1b 650M + CaLM,1,0.11,5.857011715345749,3.6753114236456206,0.07197480506111492
SOX11,ESM-1b 650M + CaLM,2,0.35,5.827720207499487,3.6633768356515137,0.252885859642799
SOX11,ESM-1b 650M + CaLM,3,0.11,5.943828170401988,3.619698370369304,0.06999905914844284
SOX11,ESM-1b 650M + CaLM,4,0.11,5.98006077191212,3.824456060171225,0.07325339547804453
SOX11,ESM-1b 650M + CaLM,5,0.0,5.3925874715936155,3.4141114321296335,0.0
SOX2,ESM-2 650M + CaLM,1,0.0,4.287091825044888,3.607234046194964,0.0
SOX2,ESM-2 650M + CaLM,2,0.0,4.217869774040451,3.8342626150816055,0.0
SOX2,ESM-2 650M + CaLM,3,0.0,4.743250700793634,3.802345855653964,0.0
SOX2,ESM-2 650M + CaLM,4,0.0,4.597278779853457,3.8522161250699956,0.0
SOX2,ESM-2 650M + CaLM,5,0.0,4.319194066238604,3.7823726273329656,0.0
SOX2,ESM-1b 650M + CaLM,1,0.0,6.4281638358342805,3.8946362009109565,0.0
SOX2,ESM-1b 650M + CaLM,2,0.0,6.2876210482330395,3.7316934104664887,0.0
SOX2,ESM-1b 650M + CaLM,3,0.0,5.675745403663243,3.6835928518170356,0.0
SOX2,ESM-1b 650M + CaLM,4,0.0,5.8700409563334945,3.5415145211817145,0.0
SOX2,ESM-1b 650M + CaLM,5,0.0,5.892106261635908,3.9874744236476496,0.0
SOX5,ESM-2 650M + CaLM,1,0.9,3.2730658025562427,2.8019601327616117,0.8851181263120743
SOX5,ESM-2 650M + CaLM,2,0.9,2.912900484646299,2.908147704875721,0.8998529372208521
SOX5,ESM-2 650M + CaLM,3,0.9,2.9173345838249816,2.6587892274972944,0.8913325252351687
SOX5,ESM-2 650M + CaLM,4,0.67,3.0311114053278803,3.0321055444767544,0.670072500098497
SOX5,ESM-2 650M + CaLM,5,0.74,2.631340240241397,2.5789876368466604,0.736114848584659
SOX5,ESM-1b 650M + CaLM,1,1.0,4.052342628785909,2.8037759793548744,1.0
SOX5,ESM-1b 650M + CaLM,2,1.0,4.792338333003738,2.8967029790703824,1.0
SOX5,ESM-1b 650M + CaLM,3,0.89,4.909575402785902,2.5072113570063617,0.8051384207289601
SOX5,ESM-1b 650M + CaLM,4,0.61,4.798515608134573,2.9543960913240137,0.490576080612834
SOX5,ESM-1b 650M + CaLM,5,1.0,5.186741120594088,2.763265630600957,1.0
SOX6,ESM-2 650M + CaLM,1,0.91,2.3032840605387093,3.034463555377037,0.9301719472951923
SOX6,ESM-2 650M + CaLM,2,0.89,2.180081316432384,2.591325388007628,0.9058128022543521
SOX6,ESM-2 650M + CaLM,3,0.0,2.1183850112849583,2.8630527607902367,0.0
SOX6,ESM-2 650M + CaLM,4,0.0,2.2116488260600065,2.4626489823421145,0.0
SOX6,ESM-2 650M + CaLM,5,0.0,1.4000789523536776,2.6405180206238645,0.0
SOX6,ESM-1b 650M + CaLM,1,0.0,4.10721317839931,1.9611441975237633,0.0
SOX6,ESM-1b 650M + CaLM,2,0.2,4.726671650159715,2.9550125275004473,0.13516847479146304
SOX6,ESM-1b 650M + CaLM,3,0.5,4.330232650748828,2.672171110137809,0.38160768807188317
SOX6,ESM-1b 650M + CaLM,4,0.17,4.573102288762956,2.8631248892792462,0.11365835380979614
SOX6,ESM-1b 650M + CaLM,5,0.2,4.565661748061895,2.8451152774552435,0.1347900000531558
SOX9,ESM-2 650M + CaLM,1,0.8,3.670170569045739,3.1190071682284257,0.7726913613509738
SOX9,ESM-2 650M + CaLM,2,0.74,3.5960391150309627,3.3530487027745037,0.7263149122906958
SOX9,ESM-2 650M + CaLM,3,0.8,3.5890209577706362,3.278162063943512,0.7851100442786869
SOX9,ESM-2 650M + CaLM,4,0.8,3.512299835366481,3.355317230039979,0.7925836020702832
SOX9,ESM-2 650M + CaLM,5,0.8,3.639602574502729,3.1656190617878717,0.7767399719802479
SOX9,ESM-1b 650M + CaLM,1,0.72,4.403750309681173,3.3028390581274887,0.6585383777064147
SOX9,ESM-1b 650M + CaLM,2,0.66,4.0684350517674375,3.1472728772742955,0.6002656545402086
SOX9,ESM-1b 650M + CaLM,3,0.67,4.13268011135518,3.386169893095997,0.6245622630884188
SOX9,ESM-1b 650M + CaLM,4,0.72,4.100213164936728,3.0908035775312825,0.6596766868055853
SOX9,ESM-1b 650M + CaLM,5,0.72,4.467492290389663,3.3258432233547572,0.6568656868374947
SPAST,ESM-2 650M + CaLM,1,0.86,3.494926731001452,2.579503177062457,0.8192944109808329
SPAST,ESM-2 650M + CaLM,2,0.86,3.4884616428067403,2.477137436214028,0.8135027406089104
SPAST,ESM-2 650M + CaLM,3,0.8300000000000001,3.6225813422144784,2.5875345411148665,0.7771519811333849
SPAST,ESM-2 650M + CaLM,4,0.86,3.6324883831029027,2.5959189451543123,0.8144687341131649
SPAST,ESM-2 650M + CaLM,5,0.86,3.7701467612289634,2.649825819778796,0.8119406965442673
SPAST,ESM-1b 650M + CaLM,1,0.11,4.11956684055939,2.6562565362864663,0.07381094810758308
SPAST,ESM-1b 650M + CaLM,2,0.11,4.136530692108202,2.6003196265577744,0.07209369534481337
SPAST,ESM-1b 650M + CaLM,3,0.0,3.8560585011170443,2.5790909577737935,0.0
SPAST,ESM-1b 650M + CaLM,4,0.11,4.182380824722447,2.4141855681681177,0.06659188742293987
SPAST,ESM-1b 650M + CaLM,5,0.0,4.251080742662862,2.6169376932044046,0.0
SPG7,ESM-2 650M + CaLM,1,0.9,4.282448857424274,3.455720055077124,0.8789719249468584
SPG7,ESM-2 650M + CaLM,2,0.68,3.90417886317421,3.3046638054875324,0.6426900744190505
SPG7,ESM-2 650M + CaLM,3,0.37,4.337306380424849,3.7527087918141984,0.33693289891913153
SPG7,ESM-2 650M + CaLM,4,0.9,4.506009764796969,3.703285207304394,0.880905481927815
SPG7,ESM-2 650M + CaLM,5,0.9,4.106128317534178,3.775373840964082,0.8921837208177488
SPG7,ESM-1b 650M + CaLM,1,0.08,5.7759681242644065,3.817008100854233,0.054341874130373474
SPG7,ESM-1b 650M + CaLM,2,0.0,5.706962497952043,3.5862941774054216,0.0
SPG7,ESM-1b 650M + CaLM,3,0.48,5.641838215034737,3.468585511385664,0.3620434910762822
SPG7,ESM-1b 650M + CaLM,4,0.48,5.95457587601893,3.7172640569194044,0.36558262195414637
SPG7,ESM-1b 650M + CaLM,5,0.48,4.713611064635843,3.4234859560128066,0.4013513384344785
SRD5A2,ESM-2 650M + CaLM,1,0.6,2.8795717906013967,2.519779909150063,0.5675826257588134
SRD5A2,ESM-2 650M + CaLM,2,0.86,2.7293685227496938,2.4436402897802596,0.8461486978026543
SRD5A2,ESM-2 650M + CaLM,3,0.61,2.9200331312609475,2.4216943674196325,0.5646816952285734
SRD5A2,ESM-2 650M + CaLM,4,0.76,2.775536053158368,2.2370609654409654,0.7184929788719142
SRD5A2,ESM-2 650M + CaLM,5,0.76,2.8121734538879624,2.1429533709383137,0.7070100995512639
SRD5A2,ESM-1b 650M + CaLM,1,0.47,2.9915701140728124,2.263859553978293,0.40158349007701966
SRD5A2,ESM-1b 650M + CaLM,2,0.47,2.900486984476825,2.356815865963834,0.4187975637406722
SRD5A2,ESM-1b 650M + CaLM,3,0.0,2.5586404092635573,2.3079737384034362,0.0
SRD5A2,ESM-1b 650M + CaLM,4,0.1,2.8984875603203686,2.4906034108248276,0.08715415038911128
SRD5A2,ESM-1b 650M + CaLM,5,0.47,2.8418050905708374,2.3853307580309524,0.42672005701807364
STAT3,ESM-2 650M + CaLM,1,0.09,3.1354503881366154,1.052219765386268,0.032123838418253614
STAT3,ESM-2 650M + CaLM,2,0.45,3.2039087664668853,1.0559079490940784,0.21237956169977912
STAT3,ESM-2 650M + CaLM,3,0.35,3.2137984155651815,1.119825290253547,0.15798202906192893
STAT3,ESM-2 650M + CaLM,4,0.09,3.34133123790651,1.0842726860140435,0.031095745048742435
STAT3,ESM-2 650M + CaLM,5,0.35,3.2543321616146814,1.0900169199665095,0.15279661442277967
STAT3,ESM-1b 650M + CaLM,1,0.58,3.2520208168682907,1.0637951914856276,0.311168885861207
STAT3,ESM-1b 650M + CaLM,2,0.53,3.234842401182815,1.047101183381749,0.26740859135807227
STAT3,ESM-1b 650M + CaLM,3,0.23,3.039447193173771,1.083404234427748,0.09622608957135237
STAT3,ESM-1b 650M + CaLM,4,0.58,3.2110505531055544,1.0682925985967953,0.3148021904902741
STAT3,ESM-1b 650M + CaLM,5,0.47,3.2739185966414786,1.132051578273487,0.23467475173058935
STIM1,ESM-2 650M + CaLM,1,0.25,3.4544554108501306,1.1696189153974812,0.10141510635740288
STIM1,ESM-2 650M + CaLM,2,0.0,3.6699844376700725,1.213591079015136,0.0
STIM1,ESM-2 650M + CaLM,3,0.25,3.710095657382533,1.0531837653221936,0.08644365698545715
STIM1,ESM-2 650M + CaLM,4,0.25,3.1985712718759536,0.9830362086074269,0.09292555418696438
STIM1,ESM-2 650M + CaLM,5,0.0,3.6127648407485635,1.0607785132186203,0.0
STIM1,ESM-1b 650M + CaLM,1,0.49,4.56626437789036,1.1503859171012898,0.1948806329131995
STIM1,ESM-1b 650M + CaLM,2,0.49,4.593443196866631,1.014756906746346,0.17508826908936595
STIM1,ESM-1b 650M + CaLM,3,0.49,4.578220501396497,1.1432262908898756,0.19349453954592827
STIM1,ESM-1b 650M + CaLM,4,0.49,4.317381591109719,1.0945916247082055,0.1958757776732458
STIM1,ESM-1b 650M + CaLM,5,0.0,4.512710464867995,1.1081873159354716,0.0
STING1,ESM-2 650M + CaLM,1,0.75,1.0715715837483717,0.9136970442127893,0.718944038993331
STING1,ESM-2 650M + CaLM,2,0.65,1.0315577510439164,1.0978861890035638,0.6640412426929271
STING1,ESM-2 650M + CaLM,3,0.94,1.0476440333965964,1.0745097146579907,0.9414122728746104
STING1,ESM-2 650M + CaLM,4,0.67,1.0113756842229429,0.9169126702407054,0.6479705805376202
STING1,ESM-2 650M + CaLM,5,0.37,0.8671941327731391,1.0152075887577605,0.40742241511594945
